N,P,K,temperature,humidity,ph,rainfall,label
26.21,30.15,3.47,27.25,61.88,6.01,81.44,maize
22.55,38.64,19.57,26.79,66.37,6.36,89.58,maize
16.23,23.24,16.05,28.32,64.71,6.38,85.81,maize
25.04,25.41,21.88,26.0,62.74,6.06,92.48,maize
26.88,34.58,22.89,29.04,61.69,6.4,88.3,maize
28.65,26.02,22.47,29.79,70.49,6.38,110.68,maize
33.41,28.91,10.32,24.24,67.14,5.94,94.42,maize
24.19,32.93,20.13,28.44,68.84,6.21,89.85,maize
18.14,36.15,22.5,28.9,68.55,6.15,125.01,maize
29.62,35.68,26.91,24.69,63.43,6.28,110.82,maize
16.75,35.79,24.85,29.39,65.85,6.2,87.3,maize
28.25,35.9,17.8,27.16,58.92,6.18,128.67,maize
15.6,32.95,23.04,25.49,65.55,6.78,100.19,maize
36.34,23.66,23.29,27.65,67.32,6.63,89.0,maize
23.14,22.71,21.02,28.6,66.92,6.82,105.51,maize
22.74,27.59,14.44,30.37,69.31,6.43,100.69,maize
17.48,37.86,21.33,31.88,62.37,6.39,103.47,maize
25.23,30.92,13.64,29.76,67.16,6.23,120.33,maize
27.85,32.67,18.4,29.11,62.41,6.51,67.71,maize
26.38,24.19,25.52,27.34,64.36,6.31,95.68,maize
29.09,19.56,24.38,28.68,61.38,6.18,125.15,maize
17.27,26.23,23.69,28.68,62.19,6.56,84.61,maize
27.5,37.31,20.66,28.72,70.28,6.5,82.27,maize
24.25,42.43,12.93,27.28,66.25,6.48,85.27,maize
27.61,43.6,18.98,26.19,60.35,6.58,116.56,maize
24.38,31.99,15.05,25.82,67.5,6.77,76.81,maize
29.95,34.87,25.0,25.32,60.9,6.46,107.54,maize
30.98,35.53,16.79,25.95,68.69,6.21,124.43,maize
20.58,39.95,21.39,27.73,63.44,6.4,106.42,maize
22.39,29.03,17.17,28.16,58.61,6.64,85.3,maize
16.23,23.56,9.03,25.29,62.87,7.09,92.11,maize
22.89,34.0,18.66,27.85,61.41,6.94,127.11,maize
13.59,26.88,16.6,26.07,66.52,6.28,132.48,maize
27.95,33.06,23.13,30.21,63.31,6.26,101.17,maize
26.31,32.7,10.12,26.39,64.78,6.48,129.59,maize
15.07,34.53,25.45,32.54,63.79,6.65,108.55,maize
22.98,31.51,20.18,22.94,67.05,6.54,96.66,maize
32.23,28.63,15.98,31.98,62.5,6.33,97.79,maize
26.2,33.04,11.54,26.94,63.18,6.48,106.39,maize
24.09,23.12,23.32,28.51,69.15,6.63,116.52,maize
24.33,38.73,20.61,27.8,71.82,6.77,108.61,maize
15.62,25.56,19.46,28.29,63.16,6.54,123.83,maize
25.48,26.29,17.44,26.39,63.84,6.38,92.84,maize
15.72,31.36,15.2,22.14,71.16,6.83,94.36,maize
22.09,26.14,26.48,31.79,65.47,6.81,102.63,maize
15.32,29.94,18.66,27.09,64.34,6.47,98.79,maize
22.26,26.7,14.41,25.43,67.93,5.87,117.3,maize
28.93,30.49,4.98,27.28,64.81,6.2,92.27,maize
29.65,35.32,13.38,24.8,64.02,6.44,107.44,maize
19.32,34.56,27.68,29.63,64.86,6.45,94.65,maize
45.9,56.86,75.23,19.1,56.49,7.09,74.84,chickpea
39.69,62.5,72.33,21.44,55.37,8.01,43.79,chickpea
42.17,62.38,71.02,19.85,61.84,6.83,77.54,chickpea
27.53,55.17,83.15,17.84,54.48,7.44,101.02,chickpea
30.84,54.74,82.49,22.72,57.69,7.13,101.44,chickpea
47.97,63.39,70.94,18.9,57.52,7.6,91.77,chickpea
44.4,54.61,81.88,19.63,60.06,7.94,53.33,chickpea
39.82,57.34,67.16,19.69,65.53,6.95,69.52,chickpea
43.2,60.62,74.43,16.4,58.7,7.27,37.15,chickpea
45.97,64.79,75.26,19.46,61.22,7.57,83.56,chickpea
38.51,66.56,76.6,19.39,54.19,7.59,57.52,chickpea
36.81,55.92,69.67,23.25,61.99,8.08,51.66,chickpea
40.36,53.53,71.52,17.16,61.72,7.38,86.03,chickpea
43.02,71.52,67.6,21.52,61.44,7.21,85.11,chickpea
41.68,58.86,70.88,17.56,64.15,7.5,81.73,chickpea
36.05,56.1,80.41,16.3,56.75,7.51,71.67,chickpea
39.1,61.98,78.46,20.47,55.04,7.41,87.92,chickpea
44.47,53.14,76.76,15.04,58.14,8.07,55.78,chickpea
35.83,63.82,67.29,17.73,59.79,7.31,66.46,chickpea
43.72,62.11,76.33,18.32,59.11,7.46,76.87,chickpea
37.52,59.09,70.05,18.93,55.57,7.17,73.88,chickpea
41.06,63.91,72.84,19.82,59.65,7.63,57.62,chickpea
40.75,61.82,75.04,14.83,58.48,8.16,64.6,chickpea
36.36,61.87,76.56,21.39,54.23,7.72,78.86,chickpea
39.29,61.69,80.15,20.74,54.57,7.75,69.03,chickpea
40.36,60.37,74.25,21.38,57.75,7.16,64.1,chickpea
40.89,66.15,78.02,17.3,65.46,7.58,89.13,chickpea
39.24,62.67,79.2,21.44,61.17,7.76,65.27,chickpea
37.14,61.66,79.67,18.55,61.2,7.94,56.26,chickpea
35.82,59.3,76.54,17.95,62.06,7.63,70.59,chickpea
32.82,53.42,76.41,14.73,61.04,7.45,118.65,chickpea
51.54,59.09,74.47,20.99,63.11,7.01,43.2,chickpea
36.89,62.91,77.48,21.14,54.4,6.81,82.87,chickpea
35.86,49.91,75.73,20.59,57.63,7.36,67.61,chickpea
38.15,53.26,71.43,20.04,58.97,7.55,55.07,chickpea
39.09,49.11,75.89,21.86,53.58,7.32,74.94,chickpea
46.26,57.76,71.54,15.06,58.31,8.11,74.16,chickpea
39.89,61.61,74.94,17.37,60.47,7.57,70.26,chickpea
35.12,66.52,78.32,17.89,61.01,7.35,58.27,chickpea
36.2,51.14,77.36,15.34,54.31,6.88,68.71,chickpea
39.25,58.37,69.79,16.66,59.39,7.33,74.75,chickpea
35.57,60.91,81.52,20.17,56.76,7.58,66.39,chickpea
40.04,58.37,74.18,19.42,55.02,7.2,49.17,chickpea
32.0,53.91,75.8,17.21,59.54,7.51,40.47,chickpea
43.27,64.05,70.03,19.84,55.43,7.53,51.03,chickpea
31.03,58.09,74.38,18.2,54.45,7.38,74.04,chickpea
39.78,60.91,71.65,21.34,54.47,7.65,87.73,chickpea
42.4,58.99,72.36,21.07,53.73,7.21,64.04,chickpea
46.19,61.9,70.16,18.38,56.16,7.29,84.68,chickpea
33.14,68.04,79.14,21.18,56.61,7.46,48.5,chickpea
37.38,62.47,81.48,16.79,56.9,7.45,49.06,chickpea
42.96,56.38,74.02,18.1,55.63,7.5,66.77,chickpea
38.14,56.36,76.6,22.31,58.42,7.8,49.15,chickpea
40.79,54.51,67.62,17.52,61.58,7.79,73.65,chickpea
32.34,59.02,76.51,19.35,52.47,7.23,69.04,chickpea
42.68,49.02,74.19,19.29,60.55,7.71,78.74,chickpea
36.0,50.46,73.03,21.0,62.18,7.71,76.44,chickpea
41.9,57.22,74.35,22.34,55.17,7.98,65.17,chickpea
46.63,52.97,77.93,17.53,53.75,7.57,85.14,chickpea
35.78,52.5,74.54,18.83,59.64,7.78,69.11,chickpea
49.28,61.12,73.27,15.78,57.21,7.4,84.4,chickpea
42.31,54.1,75.86,20.34,62.58,7.77,81.41,chickpea
40.3,61.94,81.25,16.33,56.95,7.27,75.69,chickpea
46.15,57.02,63.05,18.18,60.74,7.66,76.42,chickpea
38.6,53.6,77.58,17.33,64.55,7.67,61.29,chickpea
36.94,59.54,73.8,21.23,58.56,7.28,98.36,chickpea
40.25,63.84,71.96,19.73,58.93,6.93,100.23,chickpea
46.45,58.01,69.49,19.7,58.26,7.61,72.87,chickpea
42.53,67.24,77.84,16.9,62.09,7.99,117.28,chickpea
34.38,61.21,64.59,20.11,56.36,8.08,58.38,chickpea
31.55,57.64,65.12,20.5,51.8,7.51,38.83,chickpea
38.4,68.22,76.8,17.27,57.91,7.51,77.09,chickpea
33.17,62.96,61.48,17.74,56.54,7.69,70.34,chickpea
32.97,55.08,75.99,18.84,56.26,7.36,80.44,chickpea
37.41,59.56,85.85,16.15,52.44,7.74,59.82,chickpea
38.41,56.09,73.7,22.2,60.41,7.76,48.76,chickpea
34.24,45.8,70.95,20.91,59.55,7.43,69.67,chickpea
36.56,61.02,78.83,15.77,58.9,7.78,63.77,chickpea
43.5,74.07,74.48,19.79,55.79,7.55,76.9,chickpea
40.97,54.9,76.03,21.92,59.35,7.79,66.44,chickpea
43.75,61.4,70.25,19.64,55.02,7.31,72.84,chickpea
41.49,54.05,80.27,20.14,55.89,7.04,67.83,chickpea
37.77,60.57,73.18,14.99,56.83,7.41,79.5,chickpea
36.51,68.39,65.44,21.62,57.33,7.76,71.2,chickpea
45.7,58.06,69.51,21.84,57.66,7.57,88.52,chickpea
34.84,62.98,72.05,18.74,58.22,7.05,58.32,chickpea
46.76,64.43,74.69,19.49,57.12,7.91,66.99,chickpea
41.16,65.73,71.11,22.12,53.41,7.99,64.41,chickpea
38.79,50.55,72.73,16.92,56.18,7.46,84.37,chickpea
41.04,61.54,69.52,17.24,63.4,7.28,94.84,chickpea
38.78,60.01,80.35,21.54,57.67,7.38,69.16,chickpea
41.69,64.46,75.02,20.24,62.92,7.61,74.67,chickpea
32.41,46.85,76.94,18.81,56.46,7.57,69.09,chickpea
45.64,60.43,71.27,20.98,57.35,7.66,62.84,chickpea
36.75,60.42,75.06,19.96,57.19,6.95,63.51,chickpea
43.97,58.51,73.77,20.97,55.86,7.04,67.59,chickpea
37.58,55.17,74.12,19.98,57.97,7.59,97.2,chickpea
38.29,61.39,72.45,17.31,56.25,7.36,75.39,chickpea
51.75,56.42,72.92,18.87,59.19,7.58,89.26,chickpea
27.87,48.07,72.52,21.19,53.3,6.6,78.57,chickpea
41.22,54.55,70.07,17.06,58.33,7.31,77.41,chickpea
25.73,55.72,69.37,18.49,56.39,7.74,42.11,chickpea
40.23,62.79,84.28,18.04,58.97,6.96,34.12,chickpea
44.22,59.97,80.89,16.25,59.56,8.06,76.3,chickpea
41.38,60.04,67.15,21.71,56.17,7.65,46.55,chickpea
34.1,67.18,73.26,21.91,57.77,6.95,83.38,chickpea
37.05,63.49,75.13,15.91,58.49,8.16,77.39,chickpea
39.71,65.38,76.05,19.42,54.73,7.57,85.53,chickpea
35.82,67.12,74.54,17.22,60.99,7.41,81.39,chickpea
38.54,59.7,77.47,19.58,52.01,7.16,83.94,chickpea
39.34,57.38,68.21,16.84,51.93,7.47,61.02,chickpea
35.17,59.66,76.82,23.19,53.46,7.85,84.6,chickpea
36.1,61.02,72.71,19.37,62.53,7.68,77.63,chickpea
37.85,52.58,73.96,21.41,53.42,7.18,71.89,chickpea
35.08,56.04,72.88,16.27,55.08,7.71,50.39,chickpea
32.01,56.85,78.66,18.61,56.61,7.51,43.81,chickpea
42.47,61.92,72.95,21.01,54.62,7.84,72.32,chickpea
38.32,59.9,74.46,21.44,54.77,7.27,85.54,chickpea
37.02,64.5,83.5,18.2,60.04,7.15,81.32,chickpea
41.0,62.37,71.77,15.68,59.51,6.88,65.24,chickpea
44.71,60.96,84.74,21.05,56.04,7.51,69.29,chickpea
32.09,55.3,72.2,14.93,58.14,7.43,44.91,chickpea
42.02,63.58,76.14,18.35,59.77,7.7,74.61,chickpea
35.88,61.38,80.98,17.81,64.29,7.34,70.49,chickpea
36.64,61.12,66.29,17.91,54.72,7.54,84.92,chickpea
43.23,48.14,85.21,19.59,55.67,7.55,72.64,chickpea
36.67,60.99,71.96,18.19,55.94,7.07,72.19,chickpea
42.93,62.57,79.1,19.65,56.4,7.75,49.64,chickpea
35.5,55.18,80.4,20.89,59.46,7.82,56.81,chickpea
41.74,59.37,79.23,18.77,56.85,7.66,83.14,chickpea
36.66,59.69,69.71,14.0,58.6,7.68,73.93,chickpea
30.25,58.25,63.91,21.74,54.74,7.88,84.19,chickpea
35.5,54.34,76.75,17.31,58.31,7.36,43.28,chickpea
28.85,61.13,72.19,17.89,60.09,7.85,65.91,chickpea
38.3,62.5,68.22,19.45,59.66,7.7,40.95,chickpea
36.19,55.61,75.5,19.96,62.49,7.35,62.54,chickpea
45.75,61.48,81.34,19.58,54.53,7.1,46.73,chickpea
43.31,65.94,84.25,20.69,61.49,7.33,52.65,chickpea
44.25,62.09,75.54,19.77,58.97,7.89,89.42,chickpea
42.72,64.23,77.57,18.08,60.27,7.08,85.81,chickpea
34.03,61.43,70.77,20.11,57.9,7.02,76.31,chickpea
37.11,64.41,75.01,19.79,55.13,7.32,63.12,chickpea
44.28,68.39,70.97,21.15,51.49,7.14,55.62,chickpea
33.24,52.08,77.06,18.57,59.14,7.71,73.98,chickpea
43.29,59.65,69.07,21.12,56.23,7.22,67.33,chickpea
35.44,57.91,76.72,19.7,55.31,7.35,86.11,chickpea
42.48,70.38,80.9,21.29,53.84,7.73,69.2,chickpea
37.25,60.84,79.73,20.0,55.36,7.72,60.44,chickpea
41.08,58.48,73.91,20.53,54.88,8.08,42.68,chickpea
37.01,61.85,77.92,18.8,57.83,7.62,66.53,chickpea
46.97,64.2,79.36,17.07,57.76,7.41,54.92,chickpea
41.8,57.31,78.28,16.86,63.16,7.23,73.29,chickpea
43.96,57.15,79.26,16.54,62.36,7.5,61.05,chickpea
38.5,64.04,72.08,17.5,57.34,7.15,97.31,chickpea
37.17,64.16,76.05,17.03,57.98,7.74,67.18,chickpea
45.97,65.11,79.59,18.08,54.76,7.32,72.94,chickpea
42.73,49.14,74.96,19.32,57.17,7.89,76.33,chickpea
46.55,58.92,79.69,22.27,61.94,7.17,66.19,chickpea
38.27,62.45,78.43,17.32,58.2,6.89,91.63,chickpea
37.44,60.28,73.45,21.29,49.49,7.5,68.41,chickpea
37.73,68.63,70.56,20.54,59.07,7.88,59.99,chickpea
36.34,65.48,77.13,15.91,56.38,7.62,82.57,chickpea
36.6,45.43,77.62,16.56,51.95,6.65,82.21,chickpea
40.64,58.87,81.95,20.27,62.85,7.08,69.48,chickpea
31.92,58.85,73.76,20.25,58.14,7.69,80.55,chickpea
50.77,58.42,70.29,19.49,55.59,7.94,65.75,chickpea
37.17,57.64,78.59,18.68,56.07,8.0,57.16,chickpea
40.18,63.26,66.84,19.96,54.83,7.75,55.56,chickpea
43.46,65.53,79.31,19.5,57.31,7.33,92.07,chickpea
36.5,54.81,78.33,17.41,55.15,7.07,62.76,chickpea
39.59,61.22,79.76,20.05,57.43,7.44,77.65,chickpea
46.36,60.63,72.65,17.01,53.66,7.7,78.67,chickpea
42.89,59.36,82.03,18.03,60.87,7.49,60.87,chickpea
42.96,62.05,76.78,19.16,57.89,8.22,87.76,chickpea
43.61,60.56,80.04,20.04,58.08,7.41,68.79,chickpea
24.15,61.05,72.56,22.19,58.06,7.14,69.25,chickpea
34.77,62.37,76.45,20.92,55.63,7.51,49.52,chickpea
43.51,62.59,77.48,19.0,59.24,7.98,65.72,chickpea
40.69,54.57,70.66,19.2,61.31,7.42,66.46,chickpea
37.97,57.33,76.47,16.01,61.84,7.3,80.83,chickpea
33.65,63.34,78.36,19.77,55.02,7.57,52.25,chickpea
38.74,65.15,78.98,19.03,55.08,7.69,70.29,chickpea
28.4,63.91,74.88,21.4,54.71,6.55,74.19,chickpea
41.46,51.55,70.11,24.51,57.08,7.72,60.24,chickpea
29.55,59.15,73.67,18.2,57.66,7.58,67.75,chickpea
33.68,62.43,65.25,14.9,60.22,7.65,69.14,chickpea
33.02,56.46,73.69,15.81,55.78,7.7,91.41,chickpea
37.9,63.78,65.43,20.32,55.59,7.59,66.28,chickpea
46.6,55.63,78.14,18.44,57.53,7.44,57.31,chickpea
39.93,59.69,76.21,19.17,60.39,7.78,54.24,chickpea
44.34,54.07,77.94,20.24,52.27,7.53,62.97,chickpea
36.21,66.75,71.73,17.39,58.23,7.71,67.88,chickpea
45.83,62.65,64.11,17.94,56.31,7.64,30.63,chickpea
52.75,62.66,75.74,21.36,65.03,7.76,84.23,chickpea
40.65,59.29,72.62,17.35,55.94,7.09,68.86,chickpea
31.58,60.95,74.82,19.29,56.43,8.42,90.4,chickpea
33.78,61.16,71.96,16.97,53.98,7.63,59.78,chickpea
44.84,64.97,81.87,17.3,59.43,7.69,62.89,chickpea
36.14,68.05,76.14,20.27,55.53,7.13,61.46,chickpea
39.38,54.68,74.95,15.62,54.64,7.7,79.06,chickpea
38.04,54.91,69.86,18.25,59.93,7.78,62.55,chickpea
34.23,61.34,70.88,17.96,61.98,7.75,72.37,chickpea
33.64,61.06,80.31,18.25,62.05,7.89,94.96,chickpea
41.53,62.94,82.07,19.89,56.5,7.37,73.58,chickpea
33.55,59.28,80.48,14.62,62.6,7.84,63.1,chickpea
42.72,60.02,81.15,20.97,53.8,7.68,66.92,chickpea
40.41,56.36,83.74,21.08,55.78,7.1,64.21,chickpea
42.17,61.2,81.27,20.58,60.91,7.6,49.16,chickpea
39.02,65.3,74.74,20.01,57.04,7.19,68.15,chickpea
41.55,56.72,73.82,17.12,61.36,7.41,91.79,chickpea
47.64,59.59,69.96,14.83,53.58,7.09,90.68,chickpea
40.58,61.95,63.9,16.6,60.66,7.59,67.79,chickpea
42.82,68.18,73.89,19.14,58.58,8.22,38.51,chickpea
43.42,59.43,77.83,17.69,57.85,7.71,116.69,chickpea
44.04,55.76,72.88,18.09,52.61,7.4,80.99,chickpea
33.63,65.24,77.44,17.53,57.58,7.98,81.0,chickpea
40.04,58.81,75.38,17.98,51.69,8.11,72.33,chickpea
41.99,59.71,71.32,18.63,53.2,8.18,51.48,chickpea
34.84,57.8,81.44,19.03,54.29,7.88,80.97,chickpea
42.69,63.58,86.97,23.37,55.94,7.99,75.75,chickpea
42.5,51.54,74.15,17.37,60.48,7.82,38.88,chickpea
39.89,65.61,74.07,20.46,59.05,7.6,65.93,chickpea
33.92,54.39,78.55,19.04,57.58,7.37,65.42,chickpea
45.23,58.32,68.29,20.49,57.39,7.51,94.11,chickpea
39.9,61.45,69.11,18.56,59.83,7.03,73.01,chickpea
40.5,60.21,80.19,19.67,62.43,7.2,72.04,chickpea
40.42,54.65,79.78,23.65,57.95,7.65,71.27,chickpea
36.43,50.9,71.47,16.22,63.11,7.47,64.81,chickpea
44.45,54.39,71.17,19.14,61.09,7.65,73.72,chickpea
40.39,62.0,76.01,16.94,58.14,7.18,71.22,chickpea
37.6,72.7,74.8,16.19,57.6,7.66,95.1,chickpea
37.05,52.09,79.08,16.24,56.69,7.42,68.96,chickpea
43.45,56.58,73.63,18.97,58.45,7.53,76.54,chickpea
44.22,61.96,77.27,15.84,58.15,7.64,80.93,chickpea
36.54,56.7,72.13,20.07,61.1,7.38,83.62,chickpea
40.62,59.38,73.94,20.49,58.98,8.18,57.22,chickpea
42.59,57.35,70.65,18.98,58.41,8.38,67.24,chickpea
34.35,61.37,64.63,18.82,58.05,7.74,84.6,chickpea
37.48,59.25,71.17,16.74,58.93,7.12,63.78,chickpea
35.02,62.75,84.01,16.4,52.44,7.46,70.24,chickpea
41.09,57.77,74.0,19.74,61.12,6.91,64.47,chickpea
41.07,55.41,83.66,17.73,57.88,7.67,61.13,chickpea
30.77,57.86,80.15,18.33,55.46,7.78,65.04,chickpea
37.45,60.75,78.85,23.76,60.48,7.85,62.41,chickpea
34.87,60.31,75.54,16.84,57.47,7.62,75.41,chickpea
42.52,61.45,72.46,17.97,54.4,8.04,70.2,chickpea
38.88,55.36,89.68,16.85,56.71,7.62,79.0,chickpea
44.79,69.04,77.53,16.89,57.23,7.59,101.02,chickpea
33.01,66.01,75.9,20.68,57.69,7.25,81.26,chickpea
43.27,64.86,74.93,17.8,53.32,7.75,76.36,chickpea
7.17,23.31,14.67,26.03,72.55,5.96,103.81,mungbean
8.31,17.86,27.11,31.51,72.66,6.38,116.26,mungbean
17.96,21.91,22.46,27.9,70.99,6.52,129.36,mungbean
24.94,20.0,20.49,28.18,77.35,5.86,91.06,mungbean
8.12,26.39,13.79,30.32,78.08,6.48,134.28,mungbean
14.08,19.92,23.82,27.79,77.73,6.77,116.85,mungbean
4.52,21.41,23.61,28.66,75.24,6.53,120.44,mungbean
13.39,24.96,15.44,30.72,76.66,6.22,126.23,mungbean
11.35,21.74,13.21,27.04,74.18,6.67,97.92,mungbean
12.94,22.72,15.7,25.98,74.34,6.24,118.1,mungbean
13.12,20.01,22.42,29.42,75.6,6.3,102.23,mungbean
13.09,28.38,8.27,27.92,74.24,6.38,127.9,mungbean
8.14,23.51,14.44,27.4,73.96,6.53,94.19,mungbean
14.14,17.49,14.19,28.34,80.02,6.22,76.98,mungbean
2.01,26.17,20.07,29.75,75.5,6.65,101.91,mungbean
16.47,17.84,12.48,25.39,74.18,6.29,111.71,mungbean
12.31,21.36,16.05,26.01,79.09,6.21,102.67,mungbean
19.94,19.79,11.37,26.81,74.8,6.43,121.1,mungbean
24.86,14.75,20.04,27.89,73.24,6.11,96.37,mungbean
20.42,30.21,17.12,31.7,70.46,5.9,77.33,mungbean
8.5,26.81,17.51,29.3,70.77,6.54,113.59,mungbean
15.67,16.54,18.56,26.62,73.81,6.46,111.37,mungbean
7.74,26.03,9.34,31.3,74.38,6.64,102.1,mungbean
9.38,22.18,21.38,27.58,76.93,6.19,80.36,mungbean
9.15,20.1,17.17,26.62,77.78,6.27,107.34,mungbean
15.28,30.82,16.9,27.46,69.68,6.09,100.74,mungbean
12.54,24.27,20.44,27.77,74.83,6.66,115.13,mungbean
11.7,22.99,13.83,27.3,73.38,6.53,106.67,mungbean
5.25,34.84,18.6,26.19,73.67,6.33,135.57,mungbean
6.46,30.88,24.0,27.74,74.17,5.99,106.95,mungbean
11.82,29.3,22.45,27.5,69.1,6.29,114.4,mungbean
13.25,24.37,17.62,32.03,76.15,6.19,102.5,mungbean
11.15,34.18,16.08,28.96,73.55,6.63,139.4,mungbean
14.25,26.41,17.18,24.23,77.24,6.34,116.43,mungbean
8.44,24.08,14.94,31.04,73.86,6.92,116.46,mungbean
5.62,25.36,13.74,24.61,79.8,6.51,118.0,mungbean
12.83,19.09,14.58,30.68,71.85,5.54,106.59,mungbean
11.29,26.68,20.64,30.28,75.78,6.66,87.22,mungbean
14.52,29.13,10.8,25.99,72.76,6.1,121.3,mungbean
8.93,21.72,13.94,31.24,75.04,6.25,108.35,mungbean
18.46,22.25,23.58,29.42,74.52,7.05,94.17,mungbean
10.23,19.84,21.76,32.38,80.01,6.67,107.04,mungbean
10.17,17.64,27.18,29.94,73.52,6.7,95.41,mungbean
14.03,25.14,20.19,28.87,70.65,6.32,125.73,mungbean
11.85,29.88,11.77,28.95,73.13,6.52,110.47,mungbean
15.45,31.44,20.46,29.55,72.01,6.3,102.0,mungbean
10.28,24.13,12.1,25.09,73.0,6.36,89.78,mungbean
12.08,35.5,22.12,32.29,76.17,6.65,99.14,mungbean
8.78,12.3,22.93,32.08,73.34,6.22,98.69,mungbean
13.91,31.62,8.29,29.82,74.17,6.33,116.88,mungbean
11.06,25.48,15.93,30.94,76.26,6.37,90.94,mungbean
10.11,30.49,17.19,30.32,80.3,6.61,111.4,mungbean
9.45,13.23,16.16,28.35,76.17,6.25,105.19,mungbean
3.1,21.3,19.38,32.43,74.71,6.4,124.29,mungbean
7.95,27.83,13.3,30.73,75.45,6.39,98.26,mungbean
15.54,36.42,11.96,28.32,75.69,6.54,101.61,mungbean
-2.17,32.8,20.8,25.51,73.18,6.77,131.72,mungbean
16.69,25.12,17.41,28.74,78.38,6.04,97.91,mungbean
17.05,25.78,23.89,27.66,74.84,6.02,110.11,mungbean
4.61,23.56,9.82,30.39,77.15,5.78,130.01,mungbean
24.49,26.23,13.79,34.65,71.04,6.31,112.69,mungbean
18.73,27.8,14.51,27.1,73.97,6.0,110.72,mungbean
9.18,18.53,23.28,28.0,71.2,6.25,111.03,mungbean
3.27,27.66,11.76,32.42,76.57,6.18,98.82,mungbean
11.48,29.06,16.87,28.57,75.18,6.12,104.85,mungbean
1.57,30.87,18.49,27.45,80.7,6.33,94.46,mungbean
16.28,27.99,18.97,28.15,76.35,6.22,118.34,mungbean
2.48,23.83,25.61,27.47,73.19,6.17,91.78,mungbean
0.96,24.85,17.68,28.89,74.57,6.31,125.34,mungbean
11.05,23.13,15.59,30.16,79.24,6.11,111.48,mungbean
13.69,21.04,17.1,26.07,69.69,6.41,104.24,mungbean
13.01,25.91,12.12,28.91,71.3,6.72,89.66,mungbean
11.02,20.79,19.85,28.34,73.44,6.56,110.44,mungbean
14.58,21.09,9.98,29.21,74.04,6.49,108.8,mungbean
13.03,17.88,26.44,28.67,77.09,6.05,114.62,mungbean
5.49,28.26,15.22,29.06,77.09,5.93,99.73,mungbean
14.29,36.49,16.31,30.18,74.68,6.88,83.79,mungbean
12.47,17.87,4.47,29.59,75.42,6.21,108.41,mungbean
27.49,24.71,19.55,27.7,75.89,6.23,103.84,mungbean
21.09,31.89,17.68,24.39,73.92,7.11,106.54,mungbean
17.52,33.21,18.09,27.32,67.69,6.51,97.78,mungbean
12.88,19.75,15.67,29.07,75.81,5.97,127.95,mungbean
9.02,17.63,16.45,29.07,75.48,6.71,106.45,mungbean
11.4,20.48,21.1,29.37,73.74,5.73,131.67,mungbean
5.86,23.04,18.79,26.61,70.52,5.66,120.81,mungbean
9.27,40.64,12.03,27.16,73.3,6.37,102.95,mungbean
15.06,21.11,10.09,25.4,68.33,6.14,105.49,mungbean
8.84,32.22,23.14,28.33,69.62,6.13,101.0,mungbean
8.71,22.51,13.73,28.23,73.09,6.36,115.41,mungbean
7.45,32.36,12.1,25.76,76.14,6.05,114.82,mungbean
-0.02,32.96,20.36,26.0,70.56,6.8,98.94,mungbean
7.83,14.67,15.25,28.54,77.15,5.88,87.2,mungbean
14.25,31.03,9.14,31.16,75.11,6.63,108.95,mungbean
-0.61,25.24,22.3,27.21,73.84,6.25,66.51,mungbean
20.36,21.49,19.53,28.83,78.77,6.42,106.48,mungbean
7.53,29.99,7.63,30.29,71.7,6.68,112.42,mungbean
15.22,26.41,8.24,27.28,77.02,6.35,127.71,mungbean
14.02,21.17,13.02,29.21,68.06,6.8,116.63,mungbean
18.14,18.1,23.22,33.46,71.04,6.53,110.02,mungbean
4.28,28.46,21.17,27.8,78.5,5.8,87.58,mungbean
12.68,26.13,13.42,30.62,76.59,6.56,108.15,mungbean
15.01,23.77,27.27,27.37,81.32,6.31,89.37,mungbean
18.84,26.63,21.26,31.45,76.01,6.12,124.64,mungbean
12.0,29.43,6.23,29.89,73.08,6.8,119.35,mungbean
13.2,28.43,12.01,32.25,80.97,6.42,133.86,mungbean
9.15,22.01,17.2,29.87,73.82,6.46,114.6,mungbean
7.01,28.59,21.32,29.34,78.46,5.93,117.02,mungbean
6.15,20.43,13.85,27.12,73.36,6.24,122.56,mungbean
10.39,18.07,22.7,27.33,74.82,6.43,112.99,mungbean
17.47,28.4,12.69,33.36,75.58,6.26,124.46,mungbean
13.25,28.0,29.46,28.45,74.05,6.33,126.07,mungbean
4.47,16.17,14.06,25.73,73.73,6.45,96.64,mungbean
4.87,26.35,21.31,25.61,77.46,6.55,124.31,mungbean
18.09,37.01,15.22,29.22,73.75,6.3,132.99,mungbean
5.27,21.69,23.89,31.04,73.91,6.56,115.12,mungbean
19.5,26.37,22.13,34.28,76.79,6.31,120.84,mungbean
10.17,37.94,17.9,28.45,72.49,6.63,123.01,mungbean
9.51,28.88,9.46,29.37,76.36,6.81,98.44,mungbean
5.61,21.52,10.32,31.67,79.65,6.4,128.32,mungbean
12.67,25.52,15.33,28.38,70.36,6.38,109.39,mungbean
15.73,26.47,16.19,27.26,75.22,6.52,92.85,mungbean
12.44,27.17,13.41,27.82,75.69,5.96,115.25,mungbean
7.52,31.31,28.69,27.28,76.6,6.08,125.61,mungbean
5.67,28.4,12.64,28.59,71.91,6.55,97.45,mungbean
14.76,24.28,16.43,29.3,72.71,6.36,132.96,mungbean
8.11,31.86,24.49,27.37,70.63,6.39,101.79,mungbean
